OUTLETID,BUSNAME,ADDR1,ADDR2,CITY,STATE,ZIP,ZIP4,PHONE,FAX,TOLLFREE,CATEGORYID,HOURS1,HOURS2,HOURS3,HOURS4,HOURS5,HOURS6,HOURS7,REGULARHOURSDESCRIPTION,COLLECTIONHOURS1,COLLECTIONHOURS2,COLLECTIONHOURS3,COLLECTIONHOURS4,COLLECTIONHOURS5,COLLECTIONHOURS6,COLLECTIONHOURS7,COLLECTIONHOURSDESCRIPTION,SPECIALHOURS1,SPECIALHOURS2,SPECIALHOURS3,SPECIALHOURS4,SPECIALHOURS5,SPECIALHOURS6,SPECIALHOURS7,SPECIALHOURSDESCRIPTION,MISCELLANEOUSSPECIALHOURS1,MISCELLANEOUSSPECIALHOURS2,MISCELLANEOUSSPECIALHOURS3,MISCELLANEOUSSPECIALHOURS4,MISCELLANEOUSSPECIALHOURS5,MISCELLANEOUSSPECIALHOURS6,MISCELLANEOUSSPECIALHOURS7,MISCSPECIALHOURSDESCRIPTION,DONTSHOWLOCALNUMBER,SPECIALMESSAGETEXT,SHOWNOTICE,LATITUDE,LONGITUDE
2292300005,USPS COLLECTION BOX - BLUE BOX,5515 SPOTSWOOD TRL,NULL,BARBOURSVILLE,VA,22923,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 01:00PM,TU 01:00PM,WE 01:00PM,TH 01:00PM,FR 01:00PM,SA 01:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,38.171398,-78.2788344
2293500000,USPS COLLECTION BOX - BLUE BOX,8607 DYKE RD,NULL,DYKE,VA,22935,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 04:30PM,TU 04:30PM,WE 04:30PM,TH 04:30PM,FR 04:30PM,SA 10:30AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,38.25358006,-78.53954797
2293500002,USPS COLLECTION BOX - PO LOBBY,8607 DYKE RD,NULL,DYKE,VA,22935,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 05:00PM,TU 05:00PM,WE 05:00PM,TH 05:00PM,FR 05:00PM,SA 11:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,38.25358006,-78.53954797
2294200004,USPS COLLECTION BOX - PO LOBBY,201 S MAIN ST,NULL,ZION CROSSROADS,VA,22942,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 04:30PM,TU 04:30PM,WE 04:30PM,TH 04:30PM,FR 04:30PM,SA 10:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,38.13456242,-78.18649144
2294200005,USPS COLLECTION BOX - BLUE BOX,201 S MAIN ST,NULL,ZION CROSSROADS,VA,22942,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 04:30PM,TU 04:30PM,WE 04:30PM,TH 04:30PM,FR 04:30PM,SA 10:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,38.13456242,-78.18649144
2298000029,USPS COLLECTION BOX - BLUE BOX,1105 IVY ST,NULL,WAYNESBORO,VA,22980,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 05:00PM,TU 05:00PM,WE 05:00PM,TH 05:00PM,FR 05:00PM,SA 04:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,38.075877,-78.8942452
2321900012,USPS COLLECTION BOX - BLUE BOX,1001 E BROAD ST,NULL,RICHMOND,VA,23219,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 05:00PM,TU 05:00PM,WE 05:00PM,TH 05:00PM,FR 05:00PM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,37.540144,-77.4330564
2321900033,USPS COLLECTION BOX - BLUE BOX,501 N 9TH ST,NULL,RICHMOND,VA,23219,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 04:30PM,TU 04:30PM,WE 04:30PM,TH 04:30PM,FR 04:30PM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,37.542534,-77.4322554
2321900056,USPS COLLECTION BOX - BLUE BOX,800 E MARSHALL ST,NULL,RICHMOND,VA,23219,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 04:30PM,TU 04:30PM,WE 04:30PM,TH 04:30PM,FR 04:30PM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,37.54219934,-77.43384679
2321900081,USPS COLLECTION BOX - BLUE BOX,1 CAPITOL SQ,NULL,RICHMOND,VA,23219,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 05:00PM,TU 05:00PM,WE 05:00PM,TH 05:00PM,FR 05:00PM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,37.539539,-77.4337231
2321900091,USPS COLLECTION BOX - EXPRESS,600 E MAIN ST,NULL,RICHMOND,VA,23219,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 05:00PM,TU 05:00PM,WE 05:00PM,TH 05:00PM,FR 05:00PM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,37.53964877,-77.43867639
2321900098,USPS COLLECTION BOX - BLUE BOX,800 E MARSHALL ST,NULL,RICHMOND,VA,23219,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 04:30PM,TU 04:30PM,WE 04:30PM,TH 04:30PM,FR 04:30PM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,37.54219934,-77.43384679
2321900099,USPS COLLECTION BOX - BLUE BOX,800 E MARSHALL ST,NULL,RICHMOND,VA,23219,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 04:30PM,TU 04:30PM,WE 04:30PM,TH 04:30PM,FR 04:30PM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,37.54219934,-77.43384679
2321900146,USPS COLLECTION BOX - BLUE BOX,1001 E BROAD ST,NULL,RICHMOND,VA,23219,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 05:00PM,TU 05:00PM,WE 05:00PM,TH 05:00PM,FR 05:00PM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,37.540116,-77.4330274
2321900165,USPS COLLECTION BOX - BLUE BOX,401 N 3RD ST,NULL,RICHMOND,VA,23219,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 01:00PM,TU 01:00PM,WE 01:00PM,TH 01:00PM,FR 01:00PM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,37.54506883,-77.43828986
2322500015,USPS COLLECTION BOX - BLUE BOX,6980 FOREST HILL AVE,NULL,N CHESTERFLD,VA,23225,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 04:00PM,TU 04:00PM,WE 04:00PM,TH 04:00PM,FR 04:00PM,SA 11:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,37.53793648,-77.52371195
2322900023,USPS COLLECTION BOX - BLUE BOX,1402 N PARHAM RD,NULL,RICHMOND,VA,23229,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 01:00PM,TU 01:00PM,WE 01:00PM,TH 01:00PM,FR 01:00PM,SA 01:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,37.6016,-77.566642
2332000034,USPS COLLECTION BOX - BLUE BOX,736 BATTLEFIELD BLVD N,NULL,CHESAPEAKE,VA,23320,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 05:00PM,TU 05:00PM,WE 05:00PM,TH 05:00PM,FR 05:00PM,SA 01:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,36.74639531,-76.24497107
2332000046,USPS COLLECTION BOX - BLUE BOX,109 WIMBLEDON SQ,NULL,CHESAPEAKE,VA,23320,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 05:00PM,TU 05:00PM,WE 05:00PM,TH 05:00PM,FR 05:00PM,SA 01:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,36.74331188,-76.24496458
2332000047,USPS COLLECTION BOX - BLUE BOX,200 MEDICAL PKWY,NULL,CHESAPEAKE,VA,23320,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 05:00PM,TU 05:00PM,WE 05:00PM,TH 05:00PM,FR 05:00PM,SA 01:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,36.74451025,-76.24712726
2332000075,USPS COLLECTION BOX - BLUE BOX,1360 MILL LAKE QUARTER,NULL,CHESAPEAKE,VA,23320,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 12:00PM,TU 12:00PM,WE 12:00PM,TH 12:00PM,FR 12:00PM,SA 12:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,36.77279723,-76.21854934
2332100008,USPS COLLECTION BOX - BLUE BOX,2200 DOCK LANDING RD,NULL,CHESAPEAKE,VA,23321,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 09:00AM,TU 09:00AM,WE 09:00AM,TH 09:00AM,FR 09:00AM,SA 09:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,36.81746783,-76.40713594
2333700001,USPS COLLECTION BOX - BLUE BOX,100 OREILEY ST,NULL,WALLOPS ISLAND,VA,23337,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 10:15AM,TU 10:15AM,WE 10:15AM,TH 10:15AM,FR 10:15AM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,37.9383474,-75.46899139
2333700003,USPS COLLECTION BOX - PO LOBBY,100 OREILEY ST,NULL,WALLOPS ISLAND,VA,23337,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 10:15AM,TU 10:15AM,WE 10:15AM,TH 10:15AM,FR 10:15AM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,37.9383474,-75.46899139
2333700006,USPS COLLECTION BOX - PO LOBBY,7 OREILEY ST BLDG E,NULL,WALLOPS ISLAND,VA,23337,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 03:30PM,TU 03:30PM,WE 03:30PM,TH 03:30PM,FR 03:30PM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,37.9364,-75.47086004
2345900006,USPS COLLECTION BOX - PO LOBBY,529 CAM RANH BAY,NULL,VIRGINIA BEACH,VA,23459,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 02:00PM,TU 02:00PM,WE 02:00PM,TH 02:00PM,FR 02:00PM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,36.92345084,-76.00367095
2346400002,USPS COLLECTION BOX - BLUE BOX,5218 FAIRFIELD SHOPPING CTR,NULL,VIRGINIA BEACH,VA,23464,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 03:00PM,TU 03:00PM,WE 03:00PM,TH 03:00PM,FR 03:00PM,SA 10:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,36.81479528,-76.16640161
2350300043,USPS COLLECTION BOX - BLUE BOX,1020 FISHERMANS RD,NULL,NORFOLK,VA,23503,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 11:00AM,TU 11:00AM,WE 11:00AM,TH 11:00AM,FR 11:00AM,SA 11:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,36.93022944,-76.24237418
2360500006,USPS COLLECTION BOX - BLUE BOX,6060 JEFFERSON AVE,NULL,NEWPORT NEWS,VA,23605,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 09:00AM,TU 09:00AM,WE 09:00AM,TH 09:00AM,FR 09:00AM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,37.01845249,-76.44385386
2360700055,USPS COLLECTION BOX - BLUE BOX,2600 WASHINGTON AVE,NULL,NEWPORT NEWS,VA,23607,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 04:00PM,TU 04:00PM,WE 04:00PM,TH 04:00PM,FR 04:00PM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,36.97855072,-76.43082367
2383400032,USPS COLLECTION BOX - BLUE BOX,16000 CONTINENTAL BLVD,NULL,COLONIAL HGTS,VA,23834,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 12:00PM,TU 12:00PM,WE 12:00PM,TH 12:00PM,FR 12:00PM,SA 12:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,37.305752,-77.3831147
2388700002,USPS COLLECTION BOX - BLUE BOX,300 LAKE RESORT DR,NULL,VALENTINES,VA,23887,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 02:00PM,TU 02:00PM,WE 02:00PM,TH 02:00PM,FR 02:00PM,SA 02:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,36.558181,-77.8660242
2390100004,USPS COLLECTION BOX - BLUE BOX,1506 S MAIN ST,NULL,FARMVILLE,VA,23901,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 12:00PM,TU 12:00PM,WE 12:00PM,TH 12:00PM,FR 12:00PM,SA 12:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,37.283441,-78.3935004
2401200056,USPS COLLECTION BOX - BLUE BOX,3628 WILLIAMSON RD NW,NULL,ROANOKE,VA,24012,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 02:00PM,TU 02:00PM,WE 02:00PM,TH 02:00PM,FR 02:00PM,SA 09:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,37.304406,-79.9454366
2407300005,USPS COLLECTION BOX - BLUE BOX,510 ROANOKE ST,NULL,CHRISTIANSBURG,VA,24073,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 02:00PM,TU 02:00PM,WE 02:00PM,TH 02:00PM,FR 02:00PM,SA 09:30AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,37.131069,-80.3972921
2412900000,USPS COLLECTION BOX - BLUE BOX,6461 NEW RIVER RD,NULL,NEW RIVER,VA,24129,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 11:15AM,TU 11:15AM,WE 11:15AM,TH 11:15AM,FR 11:15AM,SA 11:30AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,37.13973445,-80.59030991
2412900001,USPS COLLECTION BOX - PO LOBBY,6461 NEW RIVER RD,NULL,NEW RIVER,VA,24129,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 11:15AM,TU 11:15AM,WE 11:15AM,TH 11:15AM,FR 11:15AM,SA 11:45AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,37.13973445,-80.59030991
2412900003,USPS COLLECTION BOX - PO LOBBY,6461 NEW RIVER RD,NULL,NEW RIVER,VA,24129,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 11:30AM,TU 11:30AM,WE 11:30AM,TH 11:30AM,FR 11:30AM,SA 12:30PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,37.13973445,-80.59030991
2413400002,USPS COLLECTION BOX - BLUE BOX,206 N MAIN ST,NULL,PEARISBURG,VA,24134,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 05:00PM,TU 05:00PM,WE 05:00PM,TH 05:00PM,FR 05:00PM,SA 03:30PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,37.32801728,-80.73594327
2413400006,USPS COLLECTION BOX - PO LOBBY,206 N MAIN ST,NULL,PEARISBURG,VA,24134,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 05:00PM,TU 05:00PM,WE 05:00PM,TH 05:00PM,FR 05:00PM,SA 03:30PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,37.32801728,-80.73594327
2413400008,USPS COLLECTION BOX - PO LOBBY,206 N MAIN ST,NULL,PEARISBURG,VA,24134,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 04:30PM,TU 04:30PM,WE 04:30PM,TH 04:30PM,FR 04:30PM,SA 12:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,37.32801728,-80.73594327
2420100015,USPS COLLECTION BOX - BLUE BOX,405 E VALLEY DR,NULL,BRISTOL,VA,24201,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 12:00PM,TU 12:00PM,WE 12:00PM,TH 12:00PM,FR 12:00PM,SA 12:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,36.611687,-82.163271
2420100061,USPS COLLECTION BOX - BLUE BOX,510 CUMBERLAND ST,NULL,BRISTOL,VA,24201,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 12:00PM,TU 12:00PM,WE 12:00PM,TH 12:00PM,FR 12:00PM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,36.596013,-82.1818616
2433300000,USPS COLLECTION BOX - BLUE BOX,972 E STUART DR,NULL,GALAX,VA,24333,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 12:00PM,TU 12:00PM,WE 12:00PM,TH 12:00PM,FR 12:00PM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,36.681491,-80.8944838
2448300000,USPS COLLECTION BOX - BLUE BOX,7255 S RIVER RD,NULL,VESUVIUS,VA,24483,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 04:00PM,TU 04:00PM,WE 04:00PM,TH 04:00PM,FR 04:00PM,SA 10:45AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,37.90638595,-79.19753301
2448300001,USPS COLLECTION BOX - PO LOBBY,7255 S RIVER RD,NULL,VESUVIUS,VA,24483,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 04:00PM,TU 04:00PM,WE 04:00PM,TH 04:00PM,FR 04:00PM,SA 10:45AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,37.90638595,-79.19753301
2448300003,USPS COLLECTION BOX - PO LOBBY,7255 S RIVER RD,NULL,VESUVIUS,VA,24483,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 04:15PM,TU 04:15PM,WE 04:15PM,TH 04:15PM,FR 04:15PM,SA 11:30AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,37.90638595,-79.19753301
2450400007,USPS COLLECTION BOX - BLUE BOX,823 CLAY ST,NULL,LYNCHBURG,VA,24504,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 04:30PM,TU 04:30PM,WE 04:30PM,TH 04:30PM,FR 04:30PM,SA 04:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,37.413239,-79.1451224
2450400009,USPS COLLECTION BOX - BLUE BOX,900 COURT ST,NULL,LYNCHBURG,VA,24504,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 04:30PM,TU 04:30PM,WE 04:30PM,TH 04:30PM,FR 04:30PM,SA 04:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,37.413487,-79.1439211
2450400018,USPS COLLECTION BOX - BLUE BOX,924 MAIN ST,NULL,LYNCHBURG,VA,24504,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 04:30PM,TU 04:30PM,WE 04:30PM,TH 04:30PM,FR 04:30PM,SA 04:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,37.41406597,-79.14158013
2450400019,USPS COLLECTION BOX - BLUE BOX,924 MAIN ST,NULL,LYNCHBURG,VA,24504,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 04:30PM,TU 04:30PM,WE 04:30PM,TH 04:30PM,FR 04:30PM,SA 04:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,37.41406597,-79.14158013
