OUTLETID,BUSNAME,ADDR1,ADDR2,CITY,STATE,ZIP,ZIP4,PHONE,FAX,TOLLFREE,CATEGORYID,HOURS1,HOURS2,HOURS3,HOURS4,HOURS5,HOURS6,HOURS7,REGULARHOURSDESCRIPTION,COLLECTIONHOURS1,COLLECTIONHOURS2,COLLECTIONHOURS3,COLLECTIONHOURS4,COLLECTIONHOURS5,COLLECTIONHOURS6,COLLECTIONHOURS7,COLLECTIONHOURSDESCRIPTION,SPECIALHOURS1,SPECIALHOURS2,SPECIALHOURS3,SPECIALHOURS4,SPECIALHOURS5,SPECIALHOURS6,SPECIALHOURS7,SPECIALHOURSDESCRIPTION,MISCELLANEOUSSPECIALHOURS1,MISCELLANEOUSSPECIALHOURS2,MISCELLANEOUSSPECIALHOURS3,MISCELLANEOUSSPECIALHOURS4,MISCELLANEOUSSPECIALHOURS5,MISCELLANEOUSSPECIALHOURS6,MISCELLANEOUSSPECIALHOURS7,MISCSPECIALHOURSDESCRIPTION,DONTSHOWLOCALNUMBER,SPECIALMESSAGETEXT,SHOWNOTICE,LATITUDE,LONGITUDE
182100043,USPS COLLECTION BOX - BLUE BOX,331 TREBLE COVE RD,NULL,NORTH BILLERICA,MA,1821,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 09:00AM,TU 09:00AM,WE 09:00AM,TH 09:00AM,FR 09:00AM,SA 12:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,42.55092,-71.3070938
183000018,USPS COLLECTION BOX - BLUE BOX,440 NORTH AVE,NULL,HAVERHILL,MA,1830,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 01:00PM,TU 01:00PM,WE 01:00PM,TH 01:00PM,FR 01:00PM,SA 01:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.809561,-71.0884372
183000066,USPS COLLECTION BOX - BLUE BOX,180 MERRIMACK ST,NULL,HAVERHILL,MA,1830,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 09:30AM,TU 09:30AM,WE 09:30AM,TH 09:30AM,FR 09:30AM,SA 09:30AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,42.773731,-71.0804438
184000008,USPS COLLECTION BOX - BLUE BOX,101 AMESBURY ST,NULL,LAWRENCE,MA,1840,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 05:00PM,TU 05:00PM,WE 05:00PM,TH 05:00PM,FR 05:00PM,SA 12:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.70879359,-71.16391767
184500033,USPS COLLECTION BOX - BLUE BOX,315 TURNPIKE ST,NULL,NORTH ANDOVER,MA,1845,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 12:00PM,TU 12:00PM,WE 12:00PM,TH 12:00PM,FR 12:00PM,SA 12:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,42.67153036,-71.12365604
185300008,USPS COLLECTION BOX - BLUE BOX,198 SOUTH ST,NULL,LOWELL,MA,1853,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 01:30PM,TU 01:30PM,WE 01:30PM,TH 01:30PM,FR 01:30PM,SA 12:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.638165,-71.309985
188700027,USPS COLLECTION BOX - BLUE BOX,211 LOWELL ST,NULL,WILMINGTON,MA,1887,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 09:30AM,TU 09:30AM,WE 09:30AM,TH 09:30AM,FR 09:30AM,SA 09:30AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,42.539283,-71.1487411
188700028,USPS COLLECTION BOX - BLUE BOX,211 LOWELL ST,NULL,WILMINGTON,MA,1887,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 09:30AM,TU 09:30AM,WE 09:30AM,TH 09:30AM,FR 09:30AM,SA 09:30AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,42.538743,-71.1478369
188700029,USPS COLLECTION BOX - BLUE BOX,226 LOWELL ST,NULL,WILMINGTON,MA,1887,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 10:00AM,TU 10:00AM,WE 10:00AM,TH 10:00AM,FR 10:00AM,SA 10:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,42.540075,-71.1508588
189000013,USPS COLLECTION BOX - BLUE BOX,165 WASHINGTON ST,NULL,WINCHESTER,MA,1890,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 12:30PM,TU 12:30PM,WE 12:30PM,TH 12:30PM,FR 12:30PM,SA 01:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.4547,-71.1318431
190100018,USPS COLLECTION BOX - BLUE BOX,404 BROADWAY,NULL,LYNN,MA,1901,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 05:00PM,TU 05:00PM,WE 05:00PM,TH 05:00PM,FR 05:00PM,SA 05:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.483022,-70.957193
190100154,USPS COLLECTION BOX - BLUE BOX,195 MARKET ST,NULL,LYNN,MA,1901,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 05:00PM,TU 05:00PM,WE 05:00PM,TH 05:00PM,FR 05:00PM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.461204,-70.9471864
190500029,USPS COLLECTION BOX - BLUE BOX,669 WESTERN & MALL,NULL,LYNN,MA,1905,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 12:00PM,TU 12:00PM,WE 12:00PM,TH 12:00PM,FR 12:00PM,SA 12:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,42.464689,-70.9631727
202600008,USPS COLLECTION BOX - PO LOBBY,280 BUSSEY ST,NULL,DEDHAM,MA,2026,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 04:30PM,TU 04:30PM,WE 04:30PM,TH 04:30PM,FR 04:30PM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.248782,-71.1535649
206200032,USPS COLLECTION BOX - BLUE BOX,1500 BOSTON PROVIDENCE TPKE,NULL,NORWOOD,MA,2062,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 03:30PM,TU 03:30PM,WE 03:30PM,TH 03:30PM,FR 03:30PM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.16102802,-71.20008707
206200033,USPS COLLECTION BOX - BLUE BOX,1500 BOSTON PROVIDENCE TPKE,NULL,NORWOOD,MA,2062,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 03:30PM,TU 03:30PM,WE 03:30PM,TH 03:30PM,FR 03:30PM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.16102802,-71.20008707
209000040,USPS COLLECTION BOX - BLUE BOX,258 WASHINGTON ST,NULL,WESTWOOD,MA,2090,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 10:00AM,TU 10:00AM,WE 10:00AM,TH 10:00AM,FR 10:00AM,SA 12:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,42.219497,-71.1879019
210800004,USPS COLLECTION BOX - BLUE BOX,3 PARK ST,NULL,BOSTON,MA,2108,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 04:00PM,TU 04:00PM,WE 04:00PM,TH 04:00PM,FR 04:00PM,SA 01:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.35705146,-71.06257063
210800012,USPS COLLECTION BOX - BLUE BOX,46 BEACON ST,NULL,BOSTON,MA,2108,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 12:00PM,TU 12:00PM,WE 12:00PM,TH 12:00PM,FR 12:00PM,SA 01:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.35671009,-71.06720763
210800013,USPS COLLECTION BOX - BLUE BOX,34 BEACON ST,NULL,BOSTON,MA,2108,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 12:00PM,TU 12:00PM,WE 12:00PM,TH 12:00PM,FR 12:00PM,SA 01:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.35723315,-71.06489013
210800017,USPS COLLECTION BOX - BLUE BOX,67 BEACON ST,NULL,BOSTON,MA,2108,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 04:00PM,TU 04:00PM,WE 04:00PM,TH 04:00PM,FR 04:00PM,SA 01:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.35616505,-71.06960813
210800020,USPS COLLECTION BOX - BLUE BOX,86 BEACON ST,NULL,BOSTON,MA,2108,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 12:00PM,TU 12:00PM,WE 12:00PM,TH 12:00PM,FR 12:00PM,SA 01:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.35573313,-71.0714769
210800021,USPS COLLECTION BOX - BLUE BOX,9 PARK ST,NULL,BOSTON,MA,2108,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 04:00PM,TU 04:00PM,WE 04:00PM,TH 04:00PM,FR 04:00PM,SA 01:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.35746131,-71.06298773
210800035,USPS COLLECTION BOX - BLUE BOX,2 CENTER PLZ,NULL,BOSTON,MA,2108,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 05:00PM,TU 05:00PM,WE 05:00PM,TH 05:00PM,FR 05:00PM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.35985979,-71.06002158
210800043,USPS COLLECTION BOX - BLUE BOX,294 WASHINGTON ST,NULL,BOSTON,MA,2108,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 05:00PM,TU 05:00PM,WE 05:00PM,TH 05:00PM,FR 05:00PM,SA 01:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.35734389,-71.05835186
210800082,USPS COLLECTION BOX - BLUE BOX,373 WASHINGTON ST,NULL,BOSTON,MA,2108,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 05:00PM,TU 05:00PM,WE 05:00PM,TH 05:00PM,FR 05:00PM,SA 01:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.35629031,-71.05958125
210800088,USPS COLLECTION BOX - BLUE BOX,45 SCHOOL ST,NULL,BOSTON,MA,2108,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 05:00PM,TU 05:00PM,WE 05:00PM,TH 05:00PM,FR 05:00PM,SA 01:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.357765,-71.059584
210800094,USPS COLLECTION BOX - BLUE BOX,101 TREMONT ST,NULL,BOSTON,MA,2108,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 05:00PM,TU 05:00PM,WE 05:00PM,TH 05:00PM,FR 05:00PM,SA 01:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.3572527,-71.06112843
210800109,USPS COLLECTION BOX - BLUE BOX,129 TREMONT ST,NULL,BOSTON,MA,2108,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 05:00PM,TU 05:00PM,WE 05:00PM,TH 05:00PM,FR 05:00PM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.3563075,-71.06208805
210800119,USPS COLLECTION BOX - BLUE BOX,240 WASHINGTON ST,NULL,BOSTON,MA,2108,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 05:00PM,TU 05:00PM,WE 05:00PM,TH 05:00PM,FR 05:00PM,SA 01:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.35814805,-71.05784337
210800151,USPS COLLECTION BOX - BLUE BOX,6 BEACON ST,NULL,BOSTON,MA,2108,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 05:00PM,TU 05:00PM,WE 05:00PM,TH 05:00PM,FR 05:00PM,SA 01:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.35821186,-71.06148647
211200001,USPS COLLECTION BOX - BLUE BOX,7 AVENUE DE LAFAYETTE,NULL,BOSTON,MA,2112,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 05:00PM,TU 05:00PM,WE 05:00PM,TH 05:00PM,FR 05:00PM,SA 01:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.353372,-71.0610642
211400006,USPS COLLECTION BOX - BLUE BOX,51 BLOSSOM ST,NULL,BOSTON,MA,2114,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 05:00PM,TU 05:00PM,WE 05:00PM,TH 05:00PM,FR 05:00PM,SA 01:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.36305,-71.066924
211500010,USPS COLLECTION BOX - BLUE BOX,75 FRANCIS ST,NULL,BOSTON,MA,2115,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 05:00PM,TU 05:00PM,WE 05:00PM,TH 05:00PM,FR 05:00PM,SA 01:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.33558,-71.1075448
211600010,USPS COLLECTION BOX - BLUE BOX,535 BOYLSTON ST,NULL,BOSTON,MA,2116,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 04:00PM,TU 04:00PM,WE 04:00PM,TH 04:00PM,FR 04:00PM,SA 01:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.35064894,-71.07537724
211600042,USPS COLLECTION BOX - BLUE BOX,80 BOYLSTON ST,NULL,BOSTON,MA,2116,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 04:00PM,TU 04:00PM,WE 04:00PM,TH 04:00PM,FR 04:00PM,SA 01:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.3523596,-71.06488159
211600044,USPS COLLECTION BOX - BLUE BOX,250 BOYLSTON ST,NULL,BOSTON,MA,2116,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 04:00PM,TU 04:00PM,WE 04:00PM,TH 04:00PM,FR 04:00PM,SA 01:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.35213073,-71.06931663
211600214,USPS COLLECTION BOX - BLUE BOX,10 PARK PLZ,NULL,BOSTON,MA,2116,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 04:00PM,TU 04:00PM,WE 04:00PM,TH 04:00PM,FR 04:00PM,SA 01:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.35193309,-71.06722224
211600227,USPS COLLECTION BOX - BLUE BOX,2 PARK PLZ,NULL,BOSTON,MA,2116,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 04:00PM,TU 04:00PM,WE 04:00PM,TH 04:00PM,FR 04:00PM,SA 01:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.352096,-71.06730606
211800051,USPS COLLECTION BOX - BLUE BOX,2 MILFORD ST,NULL,ROXBURY,MA,2118,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 01:00PM,TU 01:00PM,WE 01:00PM,TH 01:00PM,FR 01:00PM,SA 01:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.343537,-71.0686105
212800001,USPS COLLECTION BOX - BLUE BOX,137 PRINCTON ST,NULL,BOSTON,MA,2128,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 01:00PM,TU 01:00PM,WE 01:00PM,TH 01:00PM,FR 01:00PM,SA 01:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.377977,-71.0344899
212800036,USPS COLLECTION BOX - BLUE BOX,250 TERMINAL B,NULL,BOSTON,MA,2128,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 01:00PM,TU 01:00PM,WE 01:00PM,TH 01:00PM,FR 01:00PM,SA 01:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.365786,-71.0178919
213000002,USPS COLLECTION BOX - BLUE BOX,38 SOUTH ST,NULL,JAMAICA PLAIN,MA,2130,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 01:00PM,TU 01:00PM,WE 01:00PM,TH 01:00PM,FR 01:00PM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.308412,-71.1154999
213000004,USPS COLLECTION BOX - BLUE BOX,215 AMORY ST,NULL,JAMAICA PLAIN,MA,2130,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 01:00PM,TU 01:00PM,WE 01:00PM,TH 01:00PM,FR 01:00PM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.316617,-71.1031844
213000005,USPS COLLECTION BOX - BLUE BOX,3484 WASHINGTON ST,NULL,JAMAICA PLAIN,MA,2130,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 01:00PM,TU 01:00PM,WE 01:00PM,TH 01:00PM,FR 01:00PM,SA 01:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.306506,-71.1073982
213000007,USPS COLLECTION BOX - BLUE BOX,97 SOUTH ST,NULL,JAMAICA PLAIN,MA,2130,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 01:00PM,TU 01:00PM,WE 01:00PM,TH 01:00PM,FR 01:00PM,SA 01:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.306542,-71.1152909
213000008,USPS COLLECTION BOX - BLUE BOX,274 WACHUSETT ST,NULL,JAMAICA PLAIN,MA,2130,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 01:00PM,TU 01:00PM,WE 01:00PM,TH 01:00PM,FR 01:00PM,SA 01:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.289982,-71.1171771
213000009,USPS COLLECTION BOX - BLUE BOX,300 HYDE PARK AVE,NULL,JAMAICA PLAIN,MA,2130,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 01:00PM,TU 01:00PM,WE 01:00PM,TH 01:00PM,FR 01:00PM,SA 01:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.291297,-71.1178342
213000011,USPS COLLECTION BOX - BLUE BOX,297 CENTRE ST,NULL,JAMAICA PLAIN,MA,2130,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 01:00PM,TU 01:00PM,WE 01:00PM,TH 01:00PM,FR 01:00PM,SA 01:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.322993,-71.1022465
213000015,USPS COLLECTION BOX - BLUE BOX,109 PERKINS ST,NULL,JAMAICA PLAIN,MA,2130,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 01:00PM,TU 01:00PM,WE 01:00PM,TH 01:00PM,FR 01:00PM,SA 01:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.321164,-71.1150858
